Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Survived,Embarked_1.0,Embarked_2.0
475,0.2734560942001754,9.8375,1,0,0,3,0,False,True
476,0.3486158085932607,52.0,0,0,0,1,0,False,True
477,0.423775522986346,21.0,0,1,0,2,0,False,True
478,0.3611424276587749,7.0458,0,1,0,3,0,False,True
479,0.2734560942001754,7.5208,0,0,0,3,0,False,True
480,0.02292371288989102,12.2875,1,0,1,3,1,False,True
481,0.11061004634849055,46.9,0,5,2,3,0,False,True
482,0.3486158085932607,0.0,0,0,0,2,0,False,True
483,0.6242014280345735,8.05,0,0,0,3,0,False,True
484,0.7870474758862583,9.5875,1,0,0,3,1,False,True
485,0.311035951396718,91.0792,0,1,0,1,1,False,False
486,0.3486158085932607,25.4667,1,3,1,3,0,False,True
487,0.43630214205186024,90.0,1,1,0,1,1,False,True
488,0.7244143805586872,29.7,0,0,0,1,0,False,False
489,0.37366904672428913,8.05,0,0,0,3,0,False,True
490,0.11061004634849055,15.9,0,1,1,3,1,False,True
491,0.3486158085932607,19.9667,0,1,0,3,0,False,True
492,0.2609294751346612,7.25,0,0,0,3,0,False,True
493,0.6868345233621446,30.5,0,0,0,1,0,False,True
494,0.8872604284103721,49.5042,0,0,0,1,0,False,False
495,0.2609294751346612,8.05,0,0,0,3,0,False,True
496,0.3486158085932607,14.4583,0,0,0,3,0,False,False
497,0.6743079042966303,78.2667,1,1,0,1,1,False,False
498,0.3486158085932607,15.1,0,0,0,3,0,False,True
499,0.311035951396718,151.55,1,1,2,1,0,False,True
500,0.2985093323312038,7.7958,0,0,0,3,0,False,True
501,0.2108229988726043,8.6625,0,0,0,3,0,False,True
502,0.2609294751346612,7.75,1,0,0,3,0,True,False
503,0.3486158085932607,7.6292,1,0,0,3,0,True,False
504,0.4613553801828887,9.5875,1,0,0,3,0,False,True
505,0.19829637980709008,86.5,1,0,0,1,1,False,True
506,0.22334961793811853,108.9,0,1,0,1,0,False,False
507,0.4112489039208318,26.0,1,0,2,2,1,False,True
508,0.3486158085932607,26.55,0,0,0,1,1,False,True
509,0.3486158085932607,22.525,0,0,0,3,0,False,True
510,0.32356257046223225,56.4958,0,0,0,3,1,False,True
511,0.3611424276587749,7.75,0,0,0,3,1,True,False
512,0.3486158085932607,8.05,0,0,0,3,0,False,True
513,0.44882876111737446,26.2875,0,0,0,1,1,False,True
514,0.6743079042966303,59.4,1,1,0,1,1,False,False
515,0.2985093323312038,7.4958,0,0,0,3,0,False,True
516,0.5866215708380309,34.0208,0,0,0,1,0,False,True
517,0.423775522986346,10.5,1,0,0,2,1,False,True
518,0.3486158085932607,24.15,0,0,0,3,0,True,False
519,0.44882876111737446,26.0,1,1,0,2,1,False,True
520,0.3987222848553176,7.8958,0,0,0,3,0,False,True
521,0.37366904672428913,93.5,1,0,0,1,1,False,True
522,0.2734560942001754,7.8958,0,0,0,3,0,False,True
523,0.3486158085932607,7.225,0,0,0,3,0,False,False
524,0.5490417136414882,57.9792,1,0,1,1,1,False,False
525,0.3486158085932607,7.2292,0,0,0,3,0,False,False
526,0.5051985469121885,7.75,0,0,0,3,0,True,False
527,0.6242014280345735,10.5,1,0,0,2,1,False,True
528,0.3486158085932607,221.7792,0,0,0,1,0,False,True
529,0.48640861831391713,7.925,0,0,0,3,0,False,True
530,0.28598271326568964,11.5,0,2,1,2,0,False,True
531,0.02292371288989102,26.0,1,1,1,2,1,False,True
532,0.3486158085932607,7.2292,0,0,0,3,0,False,False
533,0.2108229988726043,7.2292,0,1,1,3,0,False,False
534,0.3486158085932607,22.3583,1,0,2,3,1,False,False
535,0.37366904672428913,8.6625,1,0,0,3,0,False,True
536,0.0855568082174621,26.25,1,0,2,2,1,False,True
537,0.5615683327070025,26.55,0,0,0,1,0,False,True
538,0.37366904672428913,106.425,1,0,0,1,1,False,False
539,0.3486158085932607,14.5,0,0,0,3,0,False,True
540,0.2734560942001754,49.5,1,0,2,1,1,False,False
541,0.44882876111737446,71.0,1,0,2,1,1,False,True
542,0.11061004634849055,31.275,1,4,2,3,0,False,True
543,0.135663284479519,31.275,1,4,2,3,0,False,True
544,0.3987222848553176,26.0,0,1,0,2,1,False,True
545,0.6242014280345735,106.425,0,1,0,1,0,False,False
546,0.7995740949517726,26.0,0,0,0,1,0,False,True
547,0.23587623700363275,26.0,1,1,0,2,1,False,True
548,0.3486158085932607,13.8625,0,0,0,2,1,False,False
549,0.4112489039208318,20.525,0,1,1,3,0,False,True
550,0.09808342728297632,36.75,0,1,1,2,1,False,True
551,0.2108229988726043,110.8833,0,0,2,1,1,False,False
552,0.33608918952774647,26.0,0,0,0,2,0,False,True
553,0.3486158085932607,7.8292,0,0,0,3,0,True,False
554,0.2734560942001754,7.225,0,0,0,3,1,False,False
555,0.2734560942001754,7.775,1,0,0,3,1,False,True
556,0.7745208568207441,26.55,0,0,0,1,0,False,True
557,0.599148189903545,39.6,1,1,0,1,1,False,False
558,0.3486158085932607,227.525,0,0,0,1,0,False,False
559,0.48640861831391713,79.65,1,1,1,1,1,False,True
560,0.44882876111737446,17.4,1,1,0,3,1,False,True
561,0.3486158085932607,7.75,0,0,0,3,0,True,False
562,0.49893523737943135,7.8958,0,0,0,3,0,False,True
563,0.3486158085932607,13.5,0,0,0,2,0,False,True
564,0.3486158085932607,8.05,0,0,0,3,0,False,True
565,0.3486158085932607,8.05,1,0,0,3,0,False,True
566,0.2985093323312038,24.15,0,2,0,3,0,False,True
567,0.23587623700363275,7.8958,0,0,0,3,0,False,True
568,0.3611424276587749,21.075,1,0,4,3,0,False,True
569,0.3486158085932607,7.2292,0,0,0,3,0,False,False
570,0.3987222848553176,7.8542,0,0,0,3,1,False,True
571,0.7745208568207441,10.5,0,0,0,2,1,False,True
572,0.6617812852311161,51.4792,1,2,0,1,1,False,True
573,0.44882876111737446,26.3875,0,0,0,1,1,False,True
574,0.3486158085932607,7.75,1,0,0,3,1,True,False
575,0.19829637980709008,8.05,0,0,0,3,0,False,True
576,0.23587623700363275,14.5,0,0,0,3,0,False,True
577,0.423775522986346,13.0,1,0,0,2,1,False,True
578,0.48640861831391713,55.9,1,1,0,1,1,False,True
579,0.3486158085932607,14.4583,1,1,0,3,0,False,False
580,0.3987222848553176,7.925,0,0,0,3,1,False,True
581,0.311035951396718,30.0,1,1,1,2,1,False,True
582,0.48640861831391713,110.8833,1,1,1,1,1,False,False
583,0.6743079042966303,26.0,0,0,0,2,0,False,True
584,0.44882876111737446,40.125,0,0,0,1,0,False,False
585,0.3486158085932607,8.7125,0,0,0,3,0,False,False
586,0.22334961793811853,79.65,1,0,2,1,1,False,True
587,0.5866215708380309,15.0,0,0,0,2,0,False,True
588,0.7494676186897157,79.2,0,1,1,1,1,False,False
589,0.2734560942001754,8.05,0,0,0,3,0,False,True
590,0.3486158085932607,8.05,0,0,0,3,0,False,True
591,0.43630214205186024,7.125,0,0,0,3,0,False,True
592,0.6492546661656019,78.2667,1,1,0,1,1,False,False
593,0.5866215708380309,7.25,0,0,0,3,0,False,True
594,0.3486158085932607,7.75,1,0,2,3,0,True,False
595,0.4613553801828887,26.0,0,1,0,2,0,False,True
596,0.44882876111737446,24.15,0,1,1,3,0,False,True
597,0.3486158085932607,33.0,1,0,0,2,1,False,True
598,0.6116748089690592,0.0,0,0,0,3,0,False,True
599,0.3486158085932607,7.225,0,0,0,3,0,False,False
600,0.6116748089690592,56.9292,0,1,0,1,1,False,False
601,0.2985093323312038,27.0,1,2,1,2,1,False,True
602,0.3486158085932607,7.8958,0,0,0,3,0,False,True
603,0.3486158085932607,42.4,0,0,0,1,0,False,True
604,0.5490417136414882,8.05,0,0,0,3,0,False,True
605,0.43630214205186024,26.55,0,0,0,1,1,False,False
606,0.44882876111737446,15.55,0,1,0,3,0,False,True
607,0.37366904672428913,7.8958,0,0,0,3,0,False,True
608,0.33608918952774647,30.5,0,0,0,1,1,False,True
609,0.2734560942001754,41.5792,1,1,2,2,1,False,False
610,0.49893523737943135,153.4625,1,0,0,1,1,False,True
611,0.48640861831391713,31.275,1,1,5,3,0,False,True
612,0.3486158085932607,7.05,0,0,0,3,0,False,True
613,0.3486158085932607,15.5,1,1,0,3,1,True,False
614,0.3486158085932607,7.75,0,0,0,3,0,True,False
615,0.43630214205186024,8.05,0,0,0,3,0,False,True
616,0.2985093323312038,65.0,1,1,2,2,1,False,True
617,0.423775522986346,14.4,0,1,1,3,0,False,True
618,0.32356257046223225,16.1,1,1,0,3,0,False,True
619,0.04797695102091946,39.0,1,2,1,2,1,False,True
620,0.32356257046223225,10.5,0,0,0,2,0,False,True
621,0.33608918952774647,14.4542,0,1,0,3,0,False,False
622,0.5239884755104598,52.5542,0,1,0,1,1,False,True
623,0.24840285606914697,15.7417,0,1,1,3,1,False,False
624,0.2609294751346612,7.8542,0,0,0,3,0,False,True
625,0.2609294751346612,16.1,0,0,0,3,0,False,True
626,0.7619942377552299,32.3208,0,0,0,1,0,False,True
627,0.711887761493173,12.35,0,0,0,2,0,True,False
628,0.2609294751346612,77.9583,1,0,0,1,1,False,True
629,0.32356257046223225,7.8958,0,0,0,3,0,False,True
630,0.3486158085932607,7.7333,0,0,0,3,0,True,False
631,1.0,30.0,0,0,0,1,1,False,True
632,0.6367280471000877,7.0542,0,0,0,3,0,False,True
633,0.3987222848553176,30.5,0,0,0,1,1,False,False
634,0.3486158085932607,0.0,0,0,0,1,0,False,True
635,0.11061004634849055,27.9,1,3,2,3,0,False,True
636,0.3486158085932607,13.0,1,0,0,2,1,False,True
637,0.3987222848553176,7.925,0,0,0,3,0,False,True
638,0.38619566578980336,26.25,0,1,1,2,0,False,True
639,0.5114618564449456,39.6875,1,0,5,3,0,False,True
640,0.3486158085932607,16.1,0,1,0,3,0,False,True
641,0.24840285606914697,7.8542,0,0,0,3,0,False,True
642,0.2985093323312038,69.3,1,0,0,1,1,False,False
643,0.02292371288989102,27.9,1,3,2,3,0,False,True
644,0.3486158085932607,56.4958,0,0,0,3,1,False,True
645,0.007265439057998245,19.2583,1,2,1,3,1,False,False
646,0.599148189903545,76.7292,0,1,0,1,1,False,False
647,0.23587623700363275,7.8958,0,0,0,3,0,False,True
648,0.6993611424276588,35.5,0,0,0,1,1,False,False
649,0.3486158085932607,7.55,0,0,0,3,0,False,True
650,0.28598271326568964,7.55,1,0,0,3,1,False,True
651,0.3486158085932607,7.8958,0,0,0,3,0,False,True
652,0.22334961793811853,23.0,1,0,1,2,1,False,True
653,0.2609294751346612,8.4333,0,0,0,3,0,False,True
654,0.3486158085932607,7.8292,1,0,0,3,1,True,False
655,0.22334961793811853,6.75,1,0,0,3,0,True,False
656,0.2985093323312038,73.5,0,2,0,2,0,False,True
657,0.3486158085932607,7.8958,0,0,0,3,0,False,True
658,0.3987222848553176,15.5,1,1,1,3,0,True,False
659,0.28598271326568964,13.0,0,0,0,2,0,False,True
660,0.7244143805586872,113.275,0,0,2,1,0,False,False
661,0.6242014280345735,133.65,0,2,0,1,1,False,True
662,0.49893523737943135,7.225,0,0,0,3,0,False,False
663,0.5866215708380309,25.5875,0,0,0,1,0,False,True
664,0.44882876111737446,7.4958,0,0,0,3,0,False,True
665,0.24840285606914697,7.925,0,1,0,3,1,False,True
666,0.3987222848553176,73.5,0,2,0,2,0,False,True
667,0.311035951396718,13.0,0,0,0,2,0,False,True
668,0.3486158085932607,7.775,0,0,0,3,0,False,True
669,0.536515094575974,8.05,0,0,0,3,0,False,True
670,0.3486158085932607,52.0,1,1,0,1,1,False,True
671,0.49893523737943135,39.0,1,1,1,2,1,False,True
672,0.38619566578980336,52.0,0,1,0,1,0,False,True
673,0.8747338093448579,10.5,0,0,0,2,0,False,True
674,0.38619566578980336,13.0,0,0,0,2,1,False,True
675,0.3486158085932607,0.0,0,0,0,2,0,False,True
676,0.22334961793811853,7.775,0,0,0,3,0,False,True
677,0.3047726418639609,8.05,0,0,0,3,0,False,True
678,0.22334961793811853,9.8417,1,0,0,3,1,False,True
679,0.536515094575974,46.9,1,1,6,3,0,False,True
680,0.44882876111737446,512.3292,0,0,1,1,1,False,False
681,0.3486158085932607,8.1375,1,0,0,3,0,True,False
682,0.33608918952774647,76.7292,0,0,0,1,1,False,False
683,0.24840285606914697,9.225,0,0,0,3,0,False,True
684,0.17324314167606164,46.9,0,5,2,3,0,False,True
685,0.7494676186897157,39.0,0,1,1,2,0,False,True
686,0.311035951396718,41.5792,0,1,2,2,0,False,False
687,0.17324314167606164,39.6875,0,4,1,3,0,False,True
688,0.23587623700363275,10.1708,0,0,0,3,0,False,True
689,0.22334961793811853,7.7958,0,0,0,3,0,False,True
690,0.18576976074157586,211.3375,1,0,1,1,1,False,True
691,0.38619566578980336,57.0,0,1,0,1,1,False,True
692,0.04797695102091946,13.4167,1,0,1,3,1,False,False
693,0.3486158085932607,56.4958,0,0,0,3,1,False,True
694,0.311035951396718,7.225,0,0,0,3,0,False,False
695,0.7494676186897157,26.55,0,0,0,1,0,False,True
696,0.6492546661656019,13.5,0,0,0,2,0,False,True
697,0.5490417136414882,8.05,0,0,0,3,0,False,True
698,0.3486158085932607,7.7333,1,0,0,3,1,True,False
699,0.6116748089690592,110.8833,0,1,1,1,0,False,False
700,0.5239884755104598,7.65,0,0,0,3,0,False,True
701,0.22334961793811853,227.525,1,1,0,1,1,False,False
702,0.43630214205186024,26.2875,0,0,0,1,1,False,True
703,0.22334961793811853,14.4542,1,0,1,3,0,False,False
704,0.311035951396718,7.7417,0,0,0,3,0,True,False
705,0.32356257046223225,7.8542,0,1,0,3,0,False,True
706,0.48640861831391713,26.0,0,0,0,2,0,False,True
707,0.5615683327070025,13.5,1,0,0,2,1,False,True
708,0.5239884755104598,26.2875,0,0,0,1,1,False,True
709,0.2734560942001754,151.55,1,0,0,1,1,False,True
710,0.3486158085932607,15.2458,0,1,1,3,1,False,False
711,0.2985093323312038,49.5042,1,0,0,1,1,False,False
712,0.3486158085932607,26.55,0,0,0,1,0,False,True
713,0.599148189903545,52.0,0,1,0,1,1,False,True
714,0.3611424276587749,9.4833,0,0,0,3,0,False,True
715,0.6492546661656019,13.0,0,0,0,2,0,False,True
716,0.23587623700363275,7.65,0,0,0,3,0,False,True
717,0.4738819992484029,227.525,1,0,0,1,1,False,False
718,0.33608918952774647,10.5,1,0,0,2,1,False,True
719,0.3486158085932607,15.5,0,0,0,3,0,True,False
720,0.4112489039208318,7.775,0,0,0,3,0,False,True
721,0.07303018915194788,33.0,1,0,1,2,1,False,True
722,0.2108229988726043,7.0542,0,1,0,3,0,False,True
723,0.423775522986346,13.0,0,0,0,2,0,False,True
724,0.6242014280345735,13.0,0,0,0,2,0,False,True
725,0.33608918952774647,53.1,0,1,0,1,1,False,True
726,0.24840285606914697,8.6625,0,0,0,3,0,False,True
727,0.37366904672428913,21.0,1,3,0,2,1,False,True
728,0.3486158085932607,7.7375,1,0,0,3,1,True,False
729,0.311035951396718,26.0,0,1,0,2,0,False,True
730,0.311035951396718,7.925,1,1,0,3,0,False,True
731,0.3611424276587749,211.3375,1,0,0,1,1,False,True
732,0.135663284479519,18.7875,0,0,0,3,0,False,False
733,0.3486158085932607,0.0,0,0,0,2,0,False,True
734,0.28598271326568964,13.0,0,0,0,2,0,False,True
735,0.28598271326568964,13.0,0,0,0,2,0,False,True
736,0.3548791181260178,16.1,0,0,0,3,0,False,True
737,0.599148189903545,34.375,1,1,3,3,0,False,True
738,0.43630214205186024,512.3292,0,0,0,1,1,False,False
739,0.3486158085932607,7.8958,0,0,0,3,0,False,True
740,0.3486158085932607,7.8958,0,0,0,3,0,False,True
741,0.3486158085932607,30.0,0,0,0,1,1,False,True
742,0.44882876111737446,78.85,0,1,0,1,0,False,True
743,0.2609294751346612,262.375,1,2,2,1,1,False,False
744,0.2985093323312038,16.1,0,1,0,3,0,False,True
745,0.38619566578980336,7.925,0,0,0,3,1,False,True
746,0.8747338093448579,71.0,0,1,1,1,0,False,True
747,0.19829637980709008,20.25,0,1,1,3,0,False,True
748,0.37366904672428913,13.0,1,0,0,2,1,False,True
749,0.23587623700363275,53.1,0,1,0,1,0,False,True
750,0.38619566578980336,7.75,0,0,0,3,0,True,False
751,0.04797695102091946,23.0,1,1,1,2,1,False,True
752,0.07303018915194788,12.475,0,0,1,3,1,False,True
753,0.4112489039208318,9.5,0,0,0,3,0,False,True
754,0.28598271326568964,7.8958,0,0,0,3,0,False,True
755,0.599148189903545,65.0,1,1,2,2,1,False,True
756,0.006263309532757109,14.5,0,1,1,2,1,False,True
757,0.3486158085932607,7.7958,0,0,0,3,0,False,True
758,0.22334961793811853,11.5,0,0,0,2,0,False,True
759,0.423775522986346,8.05,0,0,0,3,0,False,True
760,0.4112489039208318,86.5,1,0,0,1,1,False,True
761,0.3486158085932607,14.5,0,0,0,3,0,False,True
762,0.5114618564449456,7.125,0,0,0,3,0,False,True
763,0.24840285606914697,7.2292,0,0,0,3,1,False,False
764,0.44882876111737446,120.0,1,1,2,1,1,False,True
765,0.19829637980709008,7.775,0,0,0,3,0,False,True
766,0.6367280471000877,77.9583,1,1,0,1,1,False,True
767,0.3486158085932607,39.6,0,0,0,1,0,False,False
768,0.37993235625704624,7.75,1,0,0,3,0,True,False
769,0.3486158085932607,24.15,0,1,0,3,0,True,False
770,0.3987222848553176,8.3625,0,0,0,3,0,False,True
771,0.2985093323312038,9.5,0,0,0,3,0,False,True
772,0.599148189903545,7.8542,0,0,0,3,0,False,True
773,0.711887761493173,10.5,1,0,0,2,0,False,True
774,0.3486158085932607,7.225,0,0,0,3,0,False,False
775,0.6743079042966303,23.0,1,1,3,2,1,False,True
776,0.22334961793811853,7.75,0,0,0,3,0,False,True
777,0.3486158085932607,7.75,0,0,0,3,0,True,False
778,0.06050357008643368,12.475,1,0,0,3,1,False,True
779,0.3486158085932607,7.7375,0,0,0,3,0,True,False
780,0.536515094575974,211.3375,1,0,1,1,1,False,True
781,0.16071652261054742,7.2292,1,0,0,3,1,False,False
782,0.2108229988726043,57.0,1,1,0,1,1,False,True
783,0.3611424276587749,30.0,0,0,0,1,0,False,True
784,0.3486158085932607,23.45,0,1,2,3,0,False,True
785,0.311035951396718,7.05,0,0,0,3,0,False,True
786,0.311035951396718,7.25,0,0,0,3,0,False,True
787,0.22334961793811853,7.4958,1,0,0,3,1,False,True
788,0.09808342728297632,29.125,0,4,1,3,0,True,False
789,0.0103970938243768,20.575,0,1,2,3,1,False,True
790,0.5740949517725167,79.2,0,0,0,1,0,False,False
791,0.3486158085932607,7.75,0,0,0,3,0,True,False
792,0.19829637980709008,26.0,0,0,0,2,0,False,True
793,0.3486158085932607,69.55,1,8,2,3,0,False,True
794,0.3486158085932607,30.6958,0,0,0,1,0,False,False
795,0.311035951396718,7.8958,0,0,0,3,0,False,True
796,0.48640861831391713,13.0,0,0,0,2,0,False,True
797,0.6116748089690592,25.9292,1,0,0,1,1,False,True
798,0.38619566578980336,8.6833,1,0,0,3,1,False,True
799,0.37366904672428913,7.2292,0,0,0,3,0,False,False
800,0.37366904672428913,24.15,1,1,1,3,0,False,True
801,0.423775522986346,13.0,0,0,0,2,0,False,True
802,0.38619566578980336,26.25,1,1,1,2,1,False,True
803,0.135663284479519,120.0,0,1,2,1,1,False,True
804,0.003131654766378554,8.5167,0,0,1,3,1,False,False
805,0.33608918952774647,6.975,0,0,0,3,1,False,True
806,0.38619566578980336,7.775,0,0,0,3,0,False,True
807,0.48640861831391713,0.0,0,0,0,1,0,False,True
808,0.22334961793811853,7.775,1,0,0,3,0,False,True
809,0.48640861831391713,13.0,0,0,0,2,0,False,True
810,0.4112489039208318,53.1,1,1,0,1,1,False,True
811,0.32356257046223225,7.8875,0,0,0,3,0,False,True
812,0.48640861831391713,24.15,0,0,0,3,0,False,True
813,0.43630214205186024,10.5,0,0,0,2,0,False,True
814,0.07303018915194788,31.275,1,4,2,3,0,False,True
815,0.37993235625704624,8.05,0,0,0,3,0,False,True
816,0.3486158085932607,0.0,0,0,0,1,0,False,True
817,0.28598271326568964,7.925,1,0,0,3,0,False,True
818,0.38619566578980336,37.0042,0,1,1,2,0,False,False
819,0.536515094575974,6.45,0,0,0,3,0,False,True
820,0.12313666541400477,27.9,0,3,2,3,0,False,True
821,0.6492546661656019,93.5,1,1,1,1,1,False,True
822,0.33608918952774647,8.6625,0,0,0,3,1,False,True
823,0.4738819992484029,0.0,0,0,0,1,0,False,True
824,0.33608918952774647,12.475,1,0,1,3,1,False,True
825,0.02292371288989102,39.6875,0,4,1,3,0,False,True
826,0.3486158085932607,6.95,0,0,0,3,0,True,False
827,0.3486158085932607,56.4958,0,0,0,3,0,False,True
828,0.0103970938243768,37.0042,0,0,2,2,1,False,False
829,0.3486158085932607,7.75,0,0,0,3,1,True,False
830,0.7745208568207441,80.0,1,0,0,1,1,False,True
831,0.18576976074157586,14.4542,1,1,0,3,1,False,False
832,0.008267568583239383,18.75,0,1,1,2,1,False,True
833,0.3486158085932607,7.2292,0,0,0,3,0,False,False
834,0.28598271326568964,7.8542,0,0,0,3,0,False,True
835,0.22334961793811853,8.3,0,0,0,3,0,False,True
836,0.48640861831391713,83.1583,1,1,1,1,1,False,False
837,0.2609294751346612,8.6625,0,0,0,3,0,False,True
838,0.3486158085932607,8.05,0,0,0,3,0,False,True
839,0.3987222848553176,56.4958,0,0,0,3,1,False,True
840,0.3486158085932607,29.7,0,0,0,1,1,False,False
841,0.24840285606914697,7.925,0,0,0,3,0,False,True
842,0.19829637980709008,10.5,0,0,0,2,0,False,True
843,0.37366904672428913,31.0,1,0,0,1,1,False,False
844,0.43003883251910313,6.4375,0,0,0,3,0,False,False
845,0.2108229988726043,8.6625,0,0,0,3,0,False,True
846,0.5239884755104598,7.55,0,0,0,3,0,False,True
847,0.3486158085932607,69.55,0,8,2,3,0,False,True
848,0.43630214205186024,7.8958,0,0,0,3,0,False,False
849,0.3486158085932607,33.0,0,0,1,2,0,False,True
850,0.3486158085932607,89.1042,1,1,0,1,1,False,False
851,0.04797695102091946,31.275,0,4,2,3,0,False,True
852,0.9248402856069148,7.775,0,0,0,3,0,False,True
853,0.11061004634849055,15.2458,1,1,1,3,0,False,False
854,0.19829637980709008,39.4,1,0,1,1,1,False,True
855,0.5490417136414882,26.0,1,1,0,2,0,False,True
856,0.22334961793811853,9.35,1,0,1,3,1,False,True
857,0.5615683327070025,164.8667,1,1,1,1,1,False,True
858,0.6367280471000877,26.55,0,0,0,1,1,False,True
859,0.2985093323312038,19.2583,1,0,3,3,1,False,False
860,0.3486158085932607,7.2292,0,0,0,3,0,False,False
861,0.5114618564449456,14.1083,0,2,0,3,0,False,True
862,0.2609294751346612,11.5,0,1,0,2,0,False,True
863,0.599148189903545,25.9292,1,0,0,1,1,False,True
864,0.3486158085932607,69.55,1,8,2,3,0,False,True
865,0.2985093323312038,13.0,0,0,0,2,0,False,True
866,0.5239884755104598,13.0,1,0,0,2,1,False,True
867,0.33608918952774647,13.8583,1,1,0,2,1,False,False
868,0.38619566578980336,50.4958,0,0,0,1,0,False,True
869,0.3486158085932607,9.5,0,0,0,3,0,False,True
870,0.04797695102091946,11.1333,0,1,1,3,1,False,True
871,0.32356257046223225,7.8958,0,0,0,3,0,False,True
872,0.5866215708380309,52.5542,1,1,1,1,1,False,True
873,0.4112489039208318,5.0,0,0,0,1,0,False,True
874,0.5866215708380309,9.0,0,0,0,3,0,False,True
875,0.3486158085932607,24.0,1,1,0,2,1,False,False
876,0.18576976074157586,7.225,1,0,0,3,1,False,False
877,0.24840285606914697,9.8458,0,0,0,3,0,False,True
878,0.23587623700363275,7.8958,0,0,0,3,0,False,True
879,0.3486158085932607,7.8958,0,0,0,3,0,False,True
880,0.6993611424276588,83.1583,1,0,1,1,1,False,False
881,0.311035951396718,26.0,1,0,1,2,1,False,True
882,0.4112489039208318,7.8958,0,0,0,3,0,False,True
883,0.2734560942001754,10.5167,1,0,0,3,0,False,True
884,0.3486158085932607,10.5,0,0,0,2,0,False,True
885,0.311035951396718,7.05,0,0,0,3,0,False,True
886,0.48640861831391713,29.125,1,0,5,3,0,True,False
887,0.33608918952774647,13.0,0,0,0,2,0,False,True
888,0.23587623700363275,30.0,1,0,0,1,1,False,True
889,0.3486158085932607,23.45,1,1,2,3,0,False,True
890,0.32356257046223225,30.0,0,0,0,1,1,False,False
891,0.3987222848553176,7.75,0,0,0,3,0,True,False
892,0.43003883251910313,7.8292,0,0,0,3,0,True,False
893,0.5866215708380309,7.0,1,1,0,3,0,False,True
894,0.7745208568207441,9.6875,0,0,0,2,0,True,False
895,0.33608918952774647,8.6625,0,0,0,3,0,False,True
896,0.2734560942001754,12.2875,1,1,1,3,0,False,True
897,0.17324314167606164,9.225,0,0,0,3,0,False,True
898,0.37366904672428913,7.6292,1,0,0,3,0,True,False
899,0.32356257046223225,29.0,0,1,1,2,0,False,True
900,0.22334961793811853,7.2292,1,0,0,3,0,False,False
901,0.2609294751346612,24.15,0,2,0,3,0,False,True
902,0.3486158085932607,7.8958,0,0,0,3,0,False,True
903,0.5740949517725167,26.0,0,0,0,1,0,False,True
904,0.28598271326568964,82.2667,1,1,0,1,0,False,True
905,0.7870474758862583,26.0,0,1,0,2,0,False,True
906,0.5866215708380309,61.175,1,1,0,1,0,False,True
907,0.2985093323312038,27.7208,1,1,0,2,0,False,False
908,0.43630214205186024,12.35,0,0,0,2,0,True,False
909,0.2609294751346612,7.225,0,0,0,3,0,False,False
910,0.33608918952774647,7.925,1,1,0,3,0,False,True
911,0.5615683327070025,7.225,1,0,0,3,0,False,False
912,0.6868345233621446,59.4,0,1,0,1,0,False,False
913,0.11061004634849055,3.1708,0,0,1,3,0,False,True
914,0.3486158085932607,31.6833,1,0,0,1,0,False,True
915,0.2609294751346612,61.3792,0,0,1,1,0,False,False
916,0.599148189903545,262.375,1,1,3,1,0,False,False
917,0.6242014280345735,14.5,0,1,0,3,0,False,True
918,0.2734560942001754,61.9792,1,0,1,1,0,False,False
919,0.2797194037329325,7.225,0,0,0,3,0,False,False
920,0.5114618564449456,30.5,0,0,0,1,0,False,True
921,0.3486158085932607,21.6792,0,2,0,3,0,False,False
922,0.6242014280345735,26.0,0,1,0,2,0,False,True
923,0.2985093323312038,31.5,0,2,0,2,0,False,True
924,0.4112489039208318,20.575,1,1,2,3,0,False,True
925,0.3486158085932607,23.45,1,1,2,3,0,False,True
926,0.37366904672428913,57.75,0,1,0,1,0,False,False
927,0.22961292747087564,7.2292,0,0,0,3,0,False,False
928,0.3486158085932607,8.05,1,0,0,3,0,False,True
929,0.2609294751346612,8.6625,1,0,0,3,0,False,True
930,0.311035951396718,9.5,0,0,0,3,0,False,True
931,0.3486158085932607,56.4958,0,0,0,3,0,False,True
932,0.48640861831391713,13.4167,0,0,1,3,0,False,False
933,0.3486158085932607,26.55,0,0,0,1,0,False,True
934,0.5114618564449456,7.85,0,0,0,3,0,False,True
935,0.37366904672428913,13.0,1,0,0,2,0,False,True
936,0.5615683327070025,52.5542,1,1,0,1,0,False,True
937,0.311035951396718,7.925,0,0,0,3,0,False,True
938,0.5615683327070025,29.7,0,0,0,1,0,False,False
939,0.3486158085932607,7.75,0,0,0,3,0,True,False
940,0.7494676186897157,76.2917,1,0,0,1,0,False,False
941,0.44882876111737446,15.9,1,0,2,3,0,False,True
942,0.2985093323312038,60.0,0,1,0,1,0,False,True
943,0.33608918952774647,15.0333,0,0,0,2,0,False,False
944,0.24840285606914697,23.0,1,2,1,2,0,False,True
945,0.3486158085932607,263.0,1,3,2,1,0,False,True
946,0.3486158085932607,15.5792,0,0,0,2,0,False,False
947,0.12313666541400477,29.125,0,4,1,3,0,True,False
948,0.43630214205186024,7.8958,0,0,0,3,0,False,True
949,0.311035951396718,7.65,0,0,0,3,0,False,True
950,0.3486158085932607,16.1,0,1,0,3,0,False,True
